"method","n","replication","full_mae","full_rmse","bound_mae","bound_rmse","inter_mae","inter_rmse","runtime"
"QMC",60,29,1.8114504157784,4.97864417382631,1.81627327055234,4.9876522726577,0.563169786681449,1.24505781953462,0.0120000000000005
"QMC",60,30,1.43188324614975,4.15337817057134,1.43587832391229,4.16138446393754,0.441103961039144,0.86086227415742,0.0120000000000005
"QMC",70,1,1.38674963726998,3.9287317934775,1.39029350675251,3.93601131141908,0.48984905227758,0.972328022637982,0.0120000000000005
"QMC",70,2,1.25316591282467,3.66089047925193,1.25636689535006,3.66777328450631,0.459989117888623,0.950299935784298,0.0120000000000005
"QMC",70,3,1.82739875663282,5.25502779365391,1.83290339206303,5.26513456446079,0.434257513178528,0.840283360776616,0.0110000000000241
"QMC",70,4,1.49339647102336,4.32144614500059,1.4969261109097,4.32904866286526,0.560238121518469,1.13487845909115,0.0120000000000005
"QMC",70,5,1.8219191020201,4.58757541093934,1.82723237656798,4.59632284059512,0.505333946342736,1.06741732323992,0.0120000000000005
"QMC",70,6,1.49194733335781,4.02516499924207,1.49594523367432,4.03264202670789,0.480138306445103,0.976713519288756,0.0120000000000005
"QMC",70,7,1.4405657202287,3.96334397793646,1.44415550447123,3.97043849157753,0.512216299595311,1.07329475536621,0.0120000000000005
"QMC",70,8,1.87147586778181,5.75199078208278,1.87679048033069,5.76313237840967,0.554559166606582,1.13776390304251,0.0120000000000005
"QMC",70,9,1.50346952700021,3.82123405238123,1.50783306984006,3.82849434790964,0.422219974142145,0.91632784608915,0.0120000000000005
"QMC",70,10,1.26579466723216,3.72563978216639,1.26934715604161,3.73290262913447,0.403554883337547,0.855860813314667,0.0120000000000005
"QMC",70,11,1.30166962974382,3.56913594763253,1.30495951651747,3.57576257019481,0.486463102955452,1.00332045577239,0.0110000000000241
"QMC",70,12,1.67781596776138,5.29999519966625,1.68256580333255,5.3100960431267,0.475703326932528,0.983157104911486,0.0120000000000005
"QMC",70,13,1.79501356819545,6.29342775653029,1.80008733241444,6.30592213635392,0.563538509901145,1.18274766614832,0.0110000000000241
